Tipo dato,Misura,Ordine scolastico,Tipo di scuola superiore,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2009","totale",74,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2010","totale",93,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2011","totale",63,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2012","totale",42,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2013","totale",37,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2014","totale",33,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2009","totale",224,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2010","totale",203,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2011","totale",379,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2012","totale",160,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2013","totale",179,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2014","totale",207,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2009","totale",516,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2010","totale",398,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2011","totale",417,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2012","totale",353,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2013","totale",286,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2014","totale",375,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2009","totale",354,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2010","totale",209,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2011","totale",192,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2012","totale",135,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2013","totale",152,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2014","totale",162,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2009","totale",28,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2010","totale",39,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2011","totale",19,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2012","totale",11,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2013","totale",18,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2014","totale",23,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2009","totale",280,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2010","totale",257,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2011","totale",217,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2012","totale",205,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2013","totale",248,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2014","totale",341,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2009","totale",166,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2010","totale",95,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2011","totale",53,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2012","totale",56,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2013","totale",84,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2014","totale",97,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2009","totale",4598,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2010","totale",4280,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2011","totale",3992,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2012","totale",3319,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2013","totale",3098,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2014","totale",4416,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2009","totale",731,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2010","totale",758,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2011","totale",777,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2012","totale",907,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2013","totale",1027,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2014","totale",1072,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2009","totale",1758,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2010","totale",2041,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2011","totale",2202,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2012","totale",2314,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2013","totale",2420,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2014","totale",2600,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2009","totale",1881,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2010","totale",2079,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2011","totale",2120,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2012","totale",2061,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2013","totale",2036,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2014","totale",2196,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2009","totale",800,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2010","totale",1021,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2011","totale",1133,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2012","totale",1245,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2013","totale",1315,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2014","totale",1366,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2009","totale",194,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2010","totale",193,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2011","totale",235,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2012","totale",260,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2013","totale",255,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2014","totale",230,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2009","totale",912,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2010","totale",1049,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2011","totale",1169,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2012","totale",1347,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2013","totale",1429,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2014","totale",1543,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2009","totale",2052,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2010","totale",2325,
